transaction_id,date,bank,region,transaction_type,amount,status,processing_time_hrs
TXN00369,2023-07-20,SBI,South,NEFT,3594.21,Completed,3.0
TXN00370,2023-10-01,Axis,North,RTGS,5311.27,Completed,3.57
TXN00371,2024-03-27,Kotak,East,SWIFT,919.49,Failed,0.9
TXN00372,2023-05-19,Kotak,North,RTGS,4960.25,Pending,0.48
TXN00373,2024-10-08,Kotak,North,SWIFT,57443.74,Failed,0.97
TXN00374,2023-10-25,Axis,South,SWIFT,3692.48,Pending,2.69
TXN00375,2024-12-12,Kotak,East,IMPS,19207.86,Pending,1.08
TXN00376,2024-11-23,HDFC,Central,RTGS,93176.3,Completed,2.67
TXN00377,2024-07-23,Kotak,Central,RTGS,1177.35,Completed,0.24
TXN00378,2024-08-16,ICICI,West,IMPS,84226.53,Failed,3.28
TXN00379,2023-05-13,Axis,North,UPI,16554.17,Pending,0.58
TXN00380,2023-09-16,ICICI,West,RTGS,6287.51,Failed,0.57
TXN00381,2023-11-17,Kotak,South,NEFT,59657.77,Failed,1.79
TXN00382,2024-07-30,HDFC,Central,IMPS,49569.96,Pending,0.15
TXN00383,2024-12-02,SBI,North,RTGS,104970.79,Completed,0.05
TXN00384,2023-09-25,Kotak,South,UPI,66414.68,Completed,0.6
TXN00385,2024-04-05,HDFC,South,RTGS,81349.79,Completed,1.54
TXN00386,2023-07-26,Axis,North,SWIFT,16566.69,Completed,4.76
TXN00387,2024-04-30,ICICI,South,NEFT,9766.66,Completed,3.75
TXN00388,2024-05-27,ICICI,North,IMPS,69437.82,Completed,1.35
TXN00389,2024-02-24,ICICI,North,SWIFT,82210.46,Completed,0.08
TXN00390,2024-03-10,Axis,East,UPI,232850.24,Completed,1.53
TXN00391,2024-12-04,HDFC,West,SWIFT,26603.97,Completed,2.44
TXN00392,2023-05-25,Axis,South,SWIFT,23262.2,Completed,0.83
TXN00393,2024-11-10,ICICI,South,UPI,74897.73,Completed,0.24
TXN00394,2023-10-16,Kotak,East,SWIFT,20836.68,Completed,0.65
TXN00395,2024-01-07,SBI,East,IMPS,133506.9,Completed,2.95
TXN00396,2024-07-28,Axis,East,RTGS,97741.96,Completed,0.87
TXN00397,2024-04-06,Axis,Central,SWIFT,28017.78,Failed,3.34
TXN00398,2023-09-06,HDFC,Central,IMPS,69489.24,Completed,0.77
TXN00399,2024-05-07,HDFC,Central,RTGS,70231.65,Completed,0.36
TXN00400,2023-02-01,Axis,North,RTGS,5441.88,Failed,1.14
TXN00401,2024-03-15,ICICI,South,SWIFT,116422.28,Completed,1.2
TXN00402,2024-07-05,SBI,West,IMPS,35185.37,Completed,0.03
TXN00403,2024-12-21,HDFC,North,SWIFT,87566.63,Completed,0.25
TXN00404,2024-07-30,ICICI,South,UPI,19286.77,Completed,0.41
TXN00405,2024-08-22,Kotak,South,RTGS,112939.53,Failed,0.24
TXN00406,2024-09-09,HDFC,East,SWIFT,24649.42,Pending,0.84
TXN00407,2024-03-24,ICICI,East,RTGS,544.84,Completed,6.68
TXN00408,2024-06-21,ICICI,North,IMPS,117895.36,Completed,1.42
TXN00409,2024-09-07,SBI,East,NEFT,4786.28,Completed,1.98
TXN00410,2024-05-04,SBI,South,SWIFT,19232.68,Failed,0.88
TXN00411,2024-02-03,Kotak,East,SWIFT,149848.62,Failed,0.78
TXN00412,2024-02-15,ICICI,Central,RTGS,150397.48,Completed,0.05
TXN00413,2024-07-25,ICICI,East,IMPS,42599.86,Pending,1.39
TXN00414,2023-04-24,SBI,South,UPI,49961.5,Completed,1.32
TXN00415,2024-03-15,HDFC,North,IMPS,29750.73,Completed,0.34
TXN00416,2024-06-15,HDFC,West,SWIFT,17351.14,Pending,2.89
TXN00417,2023-04-12,Axis,East,UPI,19924.32,Failed,1.36
TXN00418,2024-03-02,SBI,South,IMPS,55816.18,Completed,0.83
TXN00419,2023-11-20,Axis,West,NEFT,69791.89,Completed,0.32
TXN00420,2023-08-16,SBI,West,RTGS,78409.77,Completed,1.61
TXN00421,2024-06-24,Kotak,Central,IMPS,77941.55,Pending,2.8
TXN00422,2024-03-02,ICICI,West,IMPS,4781.85,Completed,0.66
TXN00423,2023-01-31,Kotak,South,NEFT,34102.48,Failed,0.49
TXN00424,2023-06-16,SBI,South,SWIFT,2964.09,Pending,1.48
TXN00425,2023-10-29,ICICI,East,RTGS,39873.07,Completed,0.34
TXN00426,2024-03-17,HDFC,East,IMPS,29127.76,Completed,2.2
TXN00427,2024-10-17,HDFC,East,UPI,109330.93,Completed,1.86
TXN00428,2023-04-11,Axis,West,IMPS,21609.58,Pending,0.18
TXN00429,2023-08-02,SBI,West,RTGS,6225.3,Failed,0.07
TXN00430,2024-04-20,SBI,Central,IMPS,7715.38,Completed,1.94
TXN00431,2024-04-09,HDFC,East,NEFT,71671.53,Completed,0.7
TXN00432,2023-12-21,Kotak,North,IMPS,48145.28,Completed,0.18
TXN00433,2024-01-20,ICICI,Central,IMPS,5330.44,Failed,2.85
TXN00434,2023-04-13,Kotak,North,UPI,4392.78,Completed,0.75
TXN00435,2024-08-23,Kotak,West,NEFT,60360.42,Pending,1.23
TXN00436,2024-04-06,HDFC,Central,NEFT,3777.3,Completed,0.54
TXN00437,2024-10-29,HDFC,Central,IMPS,86259.29,Failed,1.97
TXN00438,2024-03-15,HDFC,South,UPI,61249.99,Failed,0.72
TXN00439,2024-01-22,Axis,West,IMPS,4242.44,Completed,6.89
TXN00440,2024-02-19,Kotak,West,IMPS,4432.69,Pending,2.43
TXN00441,2023-12-01,SBI,Central,RTGS,215772.93,Completed,0.29
TXN00442,2024-06-02,ICICI,West,RTGS,23441.88,Completed,1.08
TXN00443,2023-07-04,Axis,Central,UPI,23152.76,Failed,0.97
TXN00444,2024-07-24,SBI,South,SWIFT,83778.77,Completed,1.53
TXN00445,2024-05-26,Kotak,Central,RTGS,147108.23,Completed,3.69
TXN00446,2024-03-12,HDFC,West,SWIFT,213438.7,Completed,1.75
TXN00447,2023-07-09,Kotak,West,NEFT,69994.96,Completed,0.13
TXN00448,2023-07-29,ICICI,Central,RTGS,23601.05,Failed,2.13
TXN00449,2023-03-21,Axis,Central,RTGS,4359.7,Pending,0.02
TXN00450,2023-03-15,Axis,Central,UPI,75062.13,Completed,3.03
TXN00451,2023-06-10,ICICI,East,SWIFT,40868.02,Pending,2.2
TXN00452,2023-07-29,SBI,West,RTGS,27601.66,Pending,0.74
TXN00453,2024-07-17,SBI,West,RTGS,118411.88,Completed,0.69
TXN00454,2024-09-24,Axis,East,UPI,5894.01,Failed,3.2
TXN00455,2024-08-23,Axis,Central,UPI,33925.26,Completed,3.06
TXN00456,2024-01-13,HDFC,South,SWIFT,570.93,Pending,0.87
TXN00457,2023-11-27,SBI,Central,NEFT,31617.72,Pending,0.71
TXN00458,2024-10-16,ICICI,Central,NEFT,2897.52,Failed,1.64
TXN00459,2024-05-13,SBI,East,IMPS,6324.55,Failed,0.02
TXN00460,2024-03-15,HDFC,West,RTGS,6251.31,Completed,0.17
TXN00461,2024-02-10,Axis,Central,SWIFT,52378.42,Failed,0.27
TXN00462,2023-04-21,Axis,West,RTGS,68529.89,Pending,0.41
TXN00463,2024-11-08,HDFC,North,SWIFT,43777.69,Completed,1.43
TXN00464,2023-01-19,ICICI,West,SWIFT,163736.01,Completed,9.72
TXN00465,2023-03-03,Axis,South,SWIFT,23489.83,Completed,2.11
TXN00466,2023-08-23,Kotak,South,RTGS,16823.46,Completed,0.13
TXN00467,2023-08-30,Axis,Central,UPI,101475.13,Completed,1.49
TXN00468,2024-01-15,Kotak,West,RTGS,12654.1,Completed,1.37
TXN00469,2024-09-01,HDFC,Central,SWIFT,165143.51,Completed,0.31
TXN00470,2024-07-24,HDFC,East,IMPS,611.45,Completed,5.06
TXN00471,2023-11-06,Axis,South,NEFT,175126.35,Completed,1.16
TXN00472,2024-08-06,SBI,Central,SWIFT,2205.95,Completed,10.43
TXN00473,2024-03-12,Kotak,East,IMPS,110886.06,Completed,1.09
TXN00474,2023-11-09,ICICI,Central,UPI,37507.16,Completed,1.87
TXN00475,2023-08-16,Axis,West,SWIFT,247841.43,Completed,0.22
TXN00476,2024-02-17,ICICI,West,IMPS,3833.07,Failed,1.21
TXN00477,2023-10-19,Axis,West,SWIFT,40355.48,Completed,0.55
TXN00478,2023-07-10,SBI,West,RTGS,174178.76,Pending,3.61
TXN00479,2024-09-11,SBI,North,IMPS,37022.2,Completed,3.06
TXN00480,2023-08-24,SBI,East,RTGS,49631.41,Failed,3.48
TXN00481,2024-03-04,SBI,East,RTGS,59495.06,Completed,2.57
TXN00482,2024-05-18,HDFC,West,IMPS,30306.39,Completed,3.58
TXN00483,2023-09-06,HDFC,North,NEFT,49383.71,Completed,0.45
TXN00484,2023-03-16,Kotak,West,IMPS,43891.29,Completed,1.2
TXN00485,2024-11-27,ICICI,North,NEFT,115711.64,Completed,2.35
TXN00486,2024-03-25,Axis,West,SWIFT,2325.57,Completed,2.03
TXN00487,2024-09-08,Axis,South,SWIFT,16492.14,Completed,2.52
TXN00488,2023-11-27,HDFC,South,IMPS,150199.8,Completed,0.51
TXN00489,2024-03-15,Axis,Central,SWIFT,110483.79,Failed,0.21
TXN00490,2024-11-28,HDFC,West,UPI,30408.76,Completed,4.97
TXN00491,2024-08-15,Kotak,East,RTGS,967933.03,Pending,1.64
TXN00492,2023-07-01,ICICI,Central,RTGS,16243.67,Completed,0.33
TXN00493,2024-08-31,Kotak,South,NEFT,10420.21,Completed,3.15
TXN00494,2024-04-06,SBI,West,SWIFT,31152.93,Completed,4.93
TXN00495,2023-03-20,SBI,Central,NEFT,21797.68,Failed,0.37
TXN00496,2023-01-31,SBI,West,RTGS,43812.19,Completed,3.4
TXN00497,2023-09-25,Kotak,South,RTGS,4046.11,Pending,5.41
TXN00498,2023-01-07,Axis,Central,SWIFT,183248.01,Completed,5.57
TXN00499,2023-07-01,ICICI,South,UPI,214193.28,Completed,4.91
TXN00500,2024-12-16,SBI,North,UPI,59893.19,Failed,1.58
TXN00501,2024-06-13,SBI,South,SWIFT,38403.92,Completed,0.88
TXN00502,2023-04-21,SBI,West,SWIFT,18518.97,Completed,0.01
TXN00503,2024-04-19,ICICI,East,NEFT,84045.36,Pending,0.13
TXN00504,2023-07-22,SBI,South,SWIFT,57716.48,Completed,1.12
TXN00505,2023-11-07,ICICI,East,UPI,8873.68,Completed,1.02
TXN00506,2023-02-20,SBI,North,SWIFT,120915.05,Failed,0.41
TXN00507,2023-06-21,Kotak,Central,NEFT,86449.73,Completed,1.01
TXN00508,2024-11-03,Kotak,Central,NEFT,149586.93,Pending,0.38
TXN00509,2024-01-14,ICICI,East,NEFT,64680.2,Failed,3.78
TXN00510,2024-01-06,Kotak,Central,NEFT,47520.2,Completed,0.71
TXN00511,2023-01-29,ICICI,South,IMPS,27085.13,Pending,1.83
TXN00512,2023-11-01,Kotak,East,SWIFT,134950.92,Failed,1.4
TXN00513,2023-05-17,Kotak,West,RTGS,100519.62,Completed,0.11
TXN00514,2023-08-24,ICICI,South,SWIFT,2313.65,Completed,5.7
TXN00515,2023-10-26,Axis,South,IMPS,1336.04,Pending,1.5
TXN00516,2024-04-02,Kotak,South,NEFT,23617.39,Completed,0.79
TXN00517,2024-08-21,SBI,West,IMPS,83182.39,Completed,0.34
TXN00518,2024-05-05,Axis,North,UPI,218213.77,Completed,0.83
TXN00519,2024-12-28,ICICI,Central,UPI,8150.48,Completed,0.04
TXN00520,2024-12-03,Axis,East,SWIFT,45086.21,Failed,0.9
TXN00521,2023-11-30,HDFC,North,SWIFT,23973.68,Pending,1.52
TXN00522,2024-05-30,HDFC,East,RTGS,175185.43,Completed,4.11
TXN00523,2024-01-19,Kotak,Central,RTGS,92295.66,Completed,2.33
TXN00524,2024-02-03,Kotak,West,UPI,91109.5,Completed,0.24
TXN00525,2024-08-17,SBI,South,NEFT,31620.78,Pending,0.32
TXN00526,2024-07-28,Axis,South,IMPS,26791.75,Pending,1.12
TXN00527,2024-11-05,HDFC,West,RTGS,15969.44,Completed,0.44
TXN00528,2023-11-21,Kotak,North,RTGS,2901.35,Completed,0.06
TXN00529,2024-01-31,Axis,North,NEFT,100021.31,Completed,3.27
TXN00530,2024-12-02,Kotak,East,NEFT,83805.87,Completed,0.04
TXN00531,2024-05-28,Kotak,West,SWIFT,408622.28,Completed,3.55
TXN00532,2023-06-13,HDFC,North,IMPS,284743.67,Pending,0.31
TXN00533,2024-11-15,HDFC,West,NEFT,40532.58,Completed,7.35
TXN00534,2023-03-26,Kotak,Central,RTGS,73264.15,Completed,1.85
TXN00535,2023-07-27,ICICI,South,RTGS,144808.58,Failed,2.66
TXN00536,2024-02-22,Kotak,South,UPI,94738.6,Completed,0.23
TXN00537,2023-03-23,Kotak,South,NEFT,14207.62,Completed,3.96
TXN00538,2024-06-27,SBI,West,SWIFT,29941.34,Completed,3.66
TXN00539,2023-12-15,SBI,West,IMPS,6914.82,Pending,2.12
TXN00540,2024-11-02,SBI,East,SWIFT,154011.19,Failed,1.4
TXN00541,2023-02-26,ICICI,South,RTGS,46592.39,Completed,2.56
TXN00542,2023-01-09,ICICI,East,SWIFT,12980.19,Completed,0.01
TXN00543,2024-01-12,Kotak,South,RTGS,55691.48,Completed,1.8
TXN00544,2023-04-20,SBI,East,RTGS,48133.52,Completed,3.76
TXN00545,2024-03-21,ICICI,East,RTGS,22171.02,Completed,0.88
TXN00546,2023-02-08,HDFC,Central,RTGS,6026.96,Completed,0.23
TXN00547,2024-11-08,Kotak,East,RTGS,55672.06,Completed,1.09
TXN00548,2024-11-17,Axis,West,UPI,36730.52,Completed,2.6
TXN00549,2023-04-02,Kotak,East,SWIFT,73990.35,Pending,0.23
TXN00550,2024-03-05,Axis,South,UPI,36715.49,Completed,0.46
TXN00551,2024-02-18,SBI,East,UPI,95588.51,Failed,0.32
TXN00552,2024-12-11,Axis,North,NEFT,40137.71,Failed,3.19
TXN00553,2023-08-16,SBI,South,NEFT,41155.73,Completed,0.13
TXN00554,2024-11-20,HDFC,North,NEFT,104637.93,Completed,2.32
TXN00555,2023-10-07,Axis,South,IMPS,25832.37,Completed,0.91
TXN00556,2024-06-08,Kotak,West,NEFT,7194.4,Completed,2.82
TXN00557,2024-12-09,SBI,West,SWIFT,1460.25,Failed,6.67
TXN00558,2023-08-05,Kotak,West,UPI,70352.87,Failed,0.24
TXN00559,2024-02-03,ICICI,North,SWIFT,48419.95,Completed,0.75
TXN00560,2023-03-22,SBI,Central,NEFT,60883.27,Completed,3.32
TXN00561,2024-11-28,Axis,South,IMPS,11974.07,Pending,0.62
TXN00562,2024-03-01,SBI,West,IMPS,7330.63,Completed,0.48
TXN00563,2024-10-24,Kotak,South,UPI,732.57,Failed,3.49
TXN00564,2023-12-22,HDFC,North,SWIFT,21584.36,Completed,8.7
TXN00565,2023-12-10,SBI,Central,RTGS,44569.87,Pending,1.63
TXN00566,2024-07-16,Axis,North,SWIFT,24899.09,Completed,0.65
TXN00567,2023-06-25,ICICI,South,NEFT,28765.98,Completed,1.02
TXN00568,2023-02-24,HDFC,Central,RTGS,117253.08,Completed,0.37
TXN00569,2024-02-14,ICICI,Central,IMPS,21405.13,Completed,2.87
TXN00570,2024-12-07,SBI,North,UPI,36076.25,Completed,2.97
TXN00571,2024-08-20,Kotak,West,UPI,76543.59,Failed,4.16
TXN00572,2024-02-15,Kotak,South,IMPS,25254.01,Pending,0.05
TXN00573,2024-05-13,Axis,East,NEFT,48654.52,Failed,1.65
TXN00574,2024-03-12,Kotak,East,IMPS,99157.03,Completed,0.48
TXN00575,2023-08-12,HDFC,North,NEFT,149309.52,Completed,0.83
TXN00576,2023-03-23,Kotak,South,RTGS,7954.09,Completed,3.07
TXN00577,2024-12-21,Axis,South,IMPS,130583.14,Completed,0.43
TXN00578,2024-01-30,SBI,North,NEFT,33875.14,Completed,2.03
TXN00579,2024-10-11,SBI,South,RTGS,14936.77,Failed,2.13
TXN00580,2023-07-14,Kotak,West,IMPS,30729.35,Completed,6.16
TXN00581,2023-02-17,ICICI,North,UPI,3913653.1,Pending,2.98
TXN00582,2023-12-03,SBI,West,IMPS,33924.56,Completed,3.26
TXN00583,2023-01-16,Kotak,South,SWIFT,19930.8,Failed,1.52
TXN00584,2024-01-31,Axis,North,IMPS,50174.31,Completed,0.41
TXN00585,2023-05-23,Kotak,South,SWIFT,13731.42,Completed,1.11
TXN00586,2023-01-07,SBI,North,RTGS,3944.77,Completed,1.59
TXN00587,2023-02-06,Axis,South,IMPS,6898.76,Completed,2.27
TXN00588,2024-11-02,Kotak,West,RTGS,6850.92,Completed,1.87
TXN00589,2024-01-04,HDFC,West,RTGS,8238.0,Pending,1.0
TXN00590,2023-04-05,Axis,South,NEFT,7473.0,Failed,0.62
TXN00591,2023-08-22,HDFC,North,RTGS,51204.2,Completed,0.37
TXN00592,2024-02-01,ICICI,East,RTGS,10037.32,Completed,2.37
TXN00593,2023-02-08,Axis,West,IMPS,21206.97,Completed,2.07
TXN00594,2023-04-28,HDFC,West,IMPS,113548.71,Completed,2.33
TXN00595,2023-08-17,SBI,East,UPI,642381.14,Completed,0.93
TXN00596,2023-12-20,SBI,South,NEFT,55064.45,Completed,0.61
TXN00597,2024-10-18,ICICI,North,RTGS,9456.43,Completed,2.85
TXN00598,2024-05-09,Axis,South,NEFT,10677.55,Completed,2.97
TXN00599,2024-10-11,Axis,Central,SWIFT,2086.36,Completed,1.22
TXN00600,2023-12-31,Axis,West,RTGS,9252.37,Pending,1.89
TXN00601,2024-01-03,ICICI,Central,NEFT,16327.41,Completed,0.94
TXN00602,2023-10-03,Axis,West,UPI,9740.59,Failed,2.42
TXN00603,2023-08-09,SBI,West,UPI,4644.3,Completed,3.61
TXN00604,2023-11-01,HDFC,Central,RTGS,6427.81,Completed,2.33
TXN00605,2024-09-11,SBI,Central,SWIFT,30881.47,Completed,1.44
TXN00606,2024-10-16,SBI,South,UPI,11554.61,Completed,1.23
TXN00607,2023-06-24,HDFC,Central,UPI,22649.06,Pending,2.06
TXN00608,2024-10-04,SBI,South,SWIFT,35000.26,Pending,2.28
TXN00609,2024-09-21,ICICI,South,NEFT,58622.87,Failed,1.64
TXN00610,2023-01-25,HDFC,South,UPI,2005.29,Completed,1.96
TXN00611,2023-05-07,SBI,West,IMPS,80324.71,Completed,0.2
TXN00612,2024-08-01,Kotak,West,UPI,49429.68,Pending,6.06
TXN00613,2024-03-09,SBI,Central,NEFT,4264.77,Pending,3.13
TXN00614,2023-01-21,ICICI,West,NEFT,103406.73,Pending,0.94
TXN00615,2024-12-16,Axis,Central,RTGS,126834.68,Completed,1.65
TXN00616,2024-09-22,SBI,West,IMPS,3151.14,Completed,0.1
TXN00617,2023-01-02,Axis,North,NEFT,16208.84,Completed,0.08
TXN00618,2024-11-24,Kotak,North,SWIFT,82046.76,Completed,0.58
TXN00619,2023-03-07,SBI,Central,IMPS,68967.86,Completed,2.34
TXN00620,2023-06-29,HDFC,West,IMPS,10198.98,Pending,3.82
TXN00621,2024-06-20,Axis,West,SWIFT,11744.95,Completed,1.64
TXN00622,2023-02-21,Kotak,South,UPI,23139.26,Completed,1.52
TXN00623,2023-10-19,HDFC,East,SWIFT,33133.13,Failed,1.03
TXN00624,2023-11-14,HDFC,Central,SWIFT,48150.09,Completed,0.35
TXN00625,2023-05-10,HDFC,East,UPI,23015.63,Completed,0.25
TXN00626,2024-05-27,HDFC,East,UPI,31044.56,Completed,2.86
TXN00627,2024-01-01,SBI,Central,UPI,68811.45,Pending,5.25
TXN00628,2024-06-28,SBI,West,UPI,1868.65,Failed,1.23
TXN00629,2023-03-09,SBI,Central,UPI,14546.83,Completed,2.15
TXN00630,2023-03-16,Kotak,East,SWIFT,62474.59,Completed,4.92
TXN00631,2023-06-16,Kotak,West,RTGS,2255766.75,Completed,0.19
TXN00632,2023-02-04,Kotak,North,RTGS,35838.96,Pending,2.94
TXN00633,2023-11-21,ICICI,Central,NEFT,37976.48,Completed,1.92
TXN00634,2024-02-01,Kotak,Central,RTGS,5668.07,Completed,1.83
TXN00635,2023-07-07,SBI,West,RTGS,29657.16,Pending,0.69
TXN00636,2024-06-16,SBI,North,SWIFT,38030.34,Failed,2.3
TXN00637,2023-06-05,ICICI,North,UPI,13884.64,Completed,3.17
TXN00638,2024-10-22,ICICI,West,UPI,313674.61,Completed,0.24
TXN00639,2024-04-15,Kotak,South,SWIFT,23683.25,Completed,1.53
TXN00640,2023-04-07,Axis,Central,RTGS,1013.77,Failed,0.21
TXN00641,2024-08-25,ICICI,Central,SWIFT,19436.24,Completed,4.12
TXN00642,2024-06-25,HDFC,East,NEFT,11877.85,Completed,1.42
TXN00643,2024-12-19,SBI,West,UPI,19837.46,Pending,3.3
TXN00644,2023-08-31,HDFC,East,IMPS,6378.16,Completed,0.92
TXN00645,2023-11-13,SBI,East,NEFT,110603.99,Completed,0.27
TXN00646,2023-01-12,SBI,North,NEFT,45019.94,Failed,0.08
TXN00647,2024-10-07,ICICI,Central,SWIFT,56831.65,Completed,0.66
TXN00648,2023-04-08,ICICI,East,RTGS,77835.45,Failed,0.56
TXN00649,2023-12-16,HDFC,North,UPI,34501.82,Failed,1.64
TXN00650,2024-07-16,SBI,West,IMPS,4546.6,Failed,0.04
TXN00651,2024-04-13,HDFC,East,NEFT,38512.92,Completed,1.47
TXN00652,2024-01-12,Axis,Central,IMPS,44196.15,Pending,0.99
TXN00653,2023-05-02,HDFC,East,RTGS,68410.83,Completed,1.72
TXN00654,2023-08-28,Kotak,West,RTGS,28251.73,Pending,2.42
TXN00655,2024-02-24,HDFC,East,IMPS,6824.23,Completed,2.01
TXN00656,2023-12-22,Kotak,Central,UPI,16688.11,Completed,8.35
TXN00657,2024-07-13,Kotak,North,RTGS,22555.74,Pending,0.3
TXN00658,2024-07-05,Kotak,Central,IMPS,51911.23,Pending,1.12
TXN00659,2023-09-09,Axis,North,NEFT,42289.09,Completed,1.11
TXN00660,2024-04-25,HDFC,South,IMPS,22010.34,Failed,1.08
TXN00661,2024-04-28,HDFC,Central,IMPS,215309.79,Completed,2.18
TXN00662,2023-08-17,Axis,Central,SWIFT,46541.65,Completed,1.35
TXN00663,2024-02-04,SBI,West,RTGS,13539.73,Completed,1.46
TXN00664,2023-05-02,ICICI,East,UPI,5367.15,Failed,1.13
TXN00665,2024-07-09,HDFC,North,UPI,8294.41,Completed,9.58
TXN00666,2023-04-28,ICICI,North,SWIFT,14115.34,Completed,5.25
TXN00667,2024-12-27,Axis,West,UPI,8758.24,Completed,0.74
TXN00668,2024-03-17,SBI,West,IMPS,10324.59,Failed,0.24
TXN00669,2024-09-03,SBI,East,SWIFT,16780.29,Completed,3.66
TXN00670,2023-12-08,SBI,East,NEFT,9520.12,Completed,11.74
TXN00671,2024-01-28,Axis,Central,RTGS,2270751.45,Pending,0.69
TXN00672,2023-01-25,Kotak,South,RTGS,4181.79,Failed,0.89
TXN00673,2023-07-13,Kotak,East,RTGS,37170.62,Completed,5.68
TXN00674,2023-06-21,ICICI,West,IMPS,26415.28,Completed,2.48
TXN00675,2023-02-28,Kotak,East,NEFT,201932.11,Pending,0.7
TXN00676,2023-07-19,Kotak,North,SWIFT,5941.37,Completed,1.74
TXN00677,2023-04-04,SBI,South,SWIFT,25362.9,Completed,5.77
TXN00678,2024-08-02,SBI,Central,RTGS,174452.98,Completed,3.34
TXN00679,2024-06-01,ICICI,North,NEFT,100312.2,Failed,2.71
TXN00680,2023-10-11,HDFC,North,NEFT,84933.15,Completed,2.67
TXN00681,2023-08-16,ICICI,South,NEFT,14913.75,Completed,0.39
TXN00682,2024-04-10,ICICI,Central,UPI,9369.98,Pending,3.48
TXN00683,2024-01-30,Axis,West,UPI,55227.98,Completed,0.65
TXN00684,2023-12-27,Axis,Central,RTGS,132519.25,Pending,5.33
TXN00685,2024-08-12,ICICI,East,NEFT,40682.52,Pending,0.91
TXN00686,2024-03-25,ICICI,North,NEFT,42386.38,Completed,3.9
TXN00687,2023-03-21,ICICI,East,SWIFT,16423.75,Failed,0.62
TXN00688,2024-03-11,Kotak,West,SWIFT,73373.69,Completed,1.45
TXN00689,2023-11-19,Axis,East,RTGS,207077.98,Completed,0.23
TXN00690,2023-06-14,ICICI,Central,NEFT,19554.39,Failed,2.16
TXN00691,2023-07-24,SBI,East,RTGS,27707.23,Failed,3.62
TXN00692,2023-03-04,SBI,West,SWIFT,35424.25,Completed,2.53
TXN00693,2024-01-15,Kotak,West,SWIFT,13880.63,Failed,1.48
TXN00694,2024-09-28,Kotak,West,UPI,6099.16,Completed,0.09
TXN00695,2023-09-01,HDFC,Central,RTGS,47159.98,Failed,5.42
TXN00696,2023-12-21,HDFC,West,RTGS,17028.17,Completed,2.44
TXN00697,2023-04-22,HDFC,North,NEFT,43522.65,Completed,2.74
TXN00698,2024-10-07,Kotak,West,NEFT,8383.24,Completed,3.17
TXN00699,2023-08-15,Kotak,East,UPI,32806.07,Pending,2.75
TXN00700,2024-01-31,Kotak,East,IMPS,38027.36,Completed,1.16
TXN00701,2024-04-15,SBI,East,IMPS,2660.73,Completed,2.65
TXN00702,2023-04-26,Kotak,Central,IMPS,20519.18,Failed,1.96
TXN00703,2024-03-26,SBI,East,RTGS,7217.47,Completed,3.85
TXN00704,2023-11-16,HDFC,Central,RTGS,3273.61,Completed,3.24
TXN00705,2023-04-07,HDFC,Central,SWIFT,230060.07,Completed,0.08
TXN00706,2024-08-21,HDFC,West,RTGS,19456.5,Pending,0.95
TXN00707,2024-12-15,ICICI,North,RTGS,83003.53,Failed,0.07
TXN00708,2024-12-25,ICICI,West,RTGS,14694.44,Completed,0.22
TXN00709,2023-08-27,Axis,West,UPI,57207.07,Completed,1.84
TXN00710,2024-03-17,Axis,Central,RTGS,71403.31,Completed,4.14
TXN00711,2023-01-31,Axis,Central,NEFT,45272.33,Failed,0.26
TXN00712,2023-12-29,ICICI,East,NEFT,31892.83,Completed,1.2
TXN00713,2023-11-10,ICICI,East,SWIFT,26537.89,Failed,4.84
TXN00714,2023-05-25,Axis,West,UPI,21452.17,Completed,3.37
TXN00715,2024-12-12,Axis,South,NEFT,132627.8,Completed,1.47
TXN00716,2023-12-08,Kotak,South,UPI,88780.35,Completed,2.95
TXN00717,2024-05-11,Axis,East,UPI,167658.82,Completed,1.48
TXN00718,2024-07-22,Kotak,South,SWIFT,6636.43,Completed,0.34
TXN00719,2023-03-21,SBI,East,UPI,65627.57,Completed,0.27
TXN00720,2024-06-25,ICICI,Central,RTGS,139306.36,Completed,0.42
TXN00721,2023-06-22,Axis,West,UPI,9997.79,Failed,0.86
TXN00722,2024-10-29,ICICI,North,SWIFT,3440.52,Pending,5.33
TXN00723,2023-11-02,ICICI,West,SWIFT,67569.66,Failed,3.22
TXN00724,2023-12-11,ICICI,East,SWIFT,42721.36,Completed,1.13
TXN00725,2023-02-17,SBI,East,NEFT,92203.86,Completed,1.36
TXN00726,2023-01-03,HDFC,West,RTGS,7527.91,Completed,0.62
TXN00727,2024-04-20,Axis,East,NEFT,79302.51,Completed,2.44
TXN00728,2023-03-01,HDFC,South,IMPS,11258.99,Completed,3.25
TXN00729,2023-01-12,HDFC,South,RTGS,8935.76,Completed,0.55
TXN00730,2024-04-23,HDFC,East,UPI,8972.23,Completed,0.09
TXN00731,2023-01-12,ICICI,East,SWIFT,84255.16,Completed,1.96
TXN00732,2024-11-23,Kotak,South,IMPS,54710.68,Completed,1.65
TXN00733,2023-02-27,ICICI,East,RTGS,37018.8,Completed,1.03
TXN00734,2023-01-19,ICICI,East,NEFT,22223.07,Pending,2.07
TXN00735,2023-04-25,HDFC,West,SWIFT,104860.13,Failed,1.6
TXN00736,2024-09-16,ICICI,North,NEFT,24915.64,Completed,0.58
TXN00737,2024-02-23,HDFC,South,RTGS,84804.13,Pending,1.01
